"gmtamesQSAR_ID","Strain","Endpoint","TrainValTest"
"gmtamesQSAR_1163","TA1538","Negative","Train"
"gmtamesQSAR_1168","TA1538","Negative","Train"
"gmtamesQSAR_1169","TA1538","Positive","Train"
"gmtamesQSAR_1178","TA1538","Negative","Train"
"gmtamesQSAR_1183","TA1538","Negative","Train"
"gmtamesQSAR_1186","TA1538","Negative","Train"
"gmtamesQSAR_1205","TA1538","Negative","Train"
"gmtamesQSAR_1207","TA1538","Negative","Train"
"gmtamesQSAR_1216","TA1538","Negative","Train"
"gmtamesQSAR_1223","TA1538","Negative","Train"
"gmtamesQSAR_1224","TA1538","Negative","Train"
"gmtamesQSAR_1229","TA1538","Negative","Train"
"gmtamesQSAR_1231","TA1538","Positive","Train"
"gmtamesQSAR_1250","TA1538","Negative","Train"
"gmtamesQSAR_1254","TA1538","Positive","Train"
"gmtamesQSAR_1256","TA1538","Negative","Train"
"gmtamesQSAR_1262","TA1538","Negative","Train"
"gmtamesQSAR_1265","TA1538","Negative","Train"
"gmtamesQSAR_1268","TA1538","Negative","Train"
"gmtamesQSAR_1271","TA1538","Negative","Train"
"gmtamesQSAR_1273","TA1538","Negative","Train"
"gmtamesQSAR_1276","TA1538","Negative","Train"
"gmtamesQSAR_1279","TA1538","Negative","Train"
"gmtamesQSAR_1290","TA1538","Negative","Train"
"gmtamesQSAR_1291","TA1538","Negative","Train"
"gmtamesQSAR_1301","TA1538","Negative","Train"
"gmtamesQSAR_1313","TA1538","Negative","Train"
"gmtamesQSAR_1326","TA1538","Negative","Train"
"gmtamesQSAR_1327","TA1538","Negative","Train"
"gmtamesQSAR_1329","TA1538","Negative","Train"
"gmtamesQSAR_1331","TA1538","Negative","Train"
"gmtamesQSAR_1333","TA1538","Negative","Train"
"gmtamesQSAR_1353","TA1538","Negative","Train"
"gmtamesQSAR_1354","TA1538","Negative","Train"
"gmtamesQSAR_1362","TA1538","Negative","Train"
"gmtamesQSAR_1367","TA1538","Negative","Train"
"gmtamesQSAR_1376","TA1538","Negative","Train"
"gmtamesQSAR_1379","TA1538","Negative","Train"
"gmtamesQSAR_1380","TA1538","Negative","Train"
"gmtamesQSAR_1385","TA1538","Negative","Train"
"gmtamesQSAR_1398","TA1538","Negative","Train"
"gmtamesQSAR_1400","TA1538","Negative","Train"
"gmtamesQSAR_1405","TA1538","Negative","Train"
"gmtamesQSAR_1407","TA1538","Negative","Train"
"gmtamesQSAR_1408","TA1538","Negative","Train"
"gmtamesQSAR_1409","TA1538","Negative","Train"
"gmtamesQSAR_1418","TA1538","Negative","Train"
"gmtamesQSAR_1425","TA1538","Negative","Train"
"gmtamesQSAR_1431","TA1538","Negative","Train"
"gmtamesQSAR_1433","TA1538","Negative","Train"
"gmtamesQSAR_1434","TA1538","Negative","Train"
"gmtamesQSAR_1437","TA1538","Negative","Train"
"gmtamesQSAR_1439","TA1538","Negative","Train"
"gmtamesQSAR_1441","TA1538","Negative","Train"
"gmtamesQSAR_1446","TA1538","Negative","Train"
"gmtamesQSAR_1453","TA1538","Negative","Train"
"gmtamesQSAR_1458","TA1538","Negative","Train"
"gmtamesQSAR_1462","TA1538","Negative","Train"
"gmtamesQSAR_1474","TA1538","Negative","Train"
"gmtamesQSAR_1477","TA1538","Positive","Train"
"gmtamesQSAR_1485","TA1538","Positive","Train"
"gmtamesQSAR_1489","TA1538","Positive","Train"
"gmtamesQSAR_1491","TA1538","Negative","Train"
"gmtamesQSAR_1508","TA1538","Negative","Train"
"gmtamesQSAR_1513","TA1538","Negative","Train"
"gmtamesQSAR_1517","TA1538","Negative","Train"
"gmtamesQSAR_1518","TA1538","Negative","Train"
"gmtamesQSAR_1524","TA1538","Negative","Train"
"gmtamesQSAR_1527","TA1538","Negative","Train"
"gmtamesQSAR_1531","TA1538","Negative","Train"
"gmtamesQSAR_1535","TA1538","Negative","Train"
"gmtamesQSAR_1536","TA1538","Negative","Train"
"gmtamesQSAR_1538","TA1538","Negative","Train"
"gmtamesQSAR_1542","TA1538","Positive","Train"
"gmtamesQSAR_1545","TA1538","Negative","Train"
"gmtamesQSAR_1551","TA1538","Negative","Train"
"gmtamesQSAR_1552","TA1538","Negative","Train"
"gmtamesQSAR_1555","TA1538","Negative","Train"
"gmtamesQSAR_1556","TA1538","Negative","Train"
"gmtamesQSAR_1559","TA1538","Negative","Train"
"gmtamesQSAR_1560","TA1538","Negative","Train"
"gmtamesQSAR_1566","TA1538","Negative","Train"
"gmtamesQSAR_1570","TA1538","Negative","Train"
"gmtamesQSAR_1571","TA1538","Negative","Train"
"gmtamesQSAR_1576","TA1538","Negative","Train"
"gmtamesQSAR_1582","TA1538","Negative","Train"
"gmtamesQSAR_1584","TA1538","Negative","Train"
"gmtamesQSAR_1591","TA1538","Negative","Train"
"gmtamesQSAR_1606","TA1538","Negative","Train"
"gmtamesQSAR_1627","TA1538","Negative","Train"
"gmtamesQSAR_1632","TA1538","Negative","Train"
"gmtamesQSAR_1635","TA1538","Negative","Train"
"gmtamesQSAR_1641","TA1538","Negative","Train"
"gmtamesQSAR_1646","TA1538","Negative","Train"
"gmtamesQSAR_1647","TA1538","Negative","Train"
"gmtamesQSAR_1652","TA1538","Negative","Train"
"gmtamesQSAR_1666","TA1538","Negative","Train"
"gmtamesQSAR_1672","TA1538","Negative","Train"
"gmtamesQSAR_1674","TA1538","Negative","Train"
"gmtamesQSAR_1682","TA1538","Negative","Train"
"gmtamesQSAR_1688","TA1538","Negative","Train"
"gmtamesQSAR_1694","TA1538","Negative","Train"
"gmtamesQSAR_1696","TA1538","Negative","Train"
"gmtamesQSAR_1703","TA1538","Negative","Train"
"gmtamesQSAR_1712","TA1538","Negative","Train"
"gmtamesQSAR_1716","TA1538","Negative","Train"
"gmtamesQSAR_1721","TA1538","Negative","Train"
"gmtamesQSAR_1722","TA1538","Negative","Train"
"gmtamesQSAR_1724","TA1538","Negative","Train"
"gmtamesQSAR_1726","TA1538","Negative","Train"
"gmtamesQSAR_1738","TA1538","Negative","Train"
"gmtamesQSAR_1741","TA1538","Negative","Train"
"gmtamesQSAR_1754","TA1538","Negative","Train"
"gmtamesQSAR_1764","TA1538","Negative","Train"
"gmtamesQSAR_1769","TA1538","Negative","Train"
"gmtamesQSAR_1774","TA1538","Negative","Train"
"gmtamesQSAR_1775","TA1538","Negative","Train"
"gmtamesQSAR_1779","TA1538","Negative","Train"
"gmtamesQSAR_1783","TA1538","Negative","Train"
"gmtamesQSAR_1793","TA1538","Negative","Train"
"gmtamesQSAR_1796","TA1538","Negative","Train"
"gmtamesQSAR_1797","TA1538","Negative","Train"
"gmtamesQSAR_1806","TA1538","Negative","Train"
"gmtamesQSAR_1808","TA1538","Negative","Train"
"gmtamesQSAR_1815","TA1538","Negative","Train"
"gmtamesQSAR_1816","TA1538","Positive","Train"
"gmtamesQSAR_1827","TA1538","Negative","Train"
"gmtamesQSAR_1830","TA1538","Negative","Train"
"gmtamesQSAR_1839","TA1538","Negative","Train"
"gmtamesQSAR_1844","TA1538","Negative","Train"
"gmtamesQSAR_1846","TA1538","Negative","Train"
"gmtamesQSAR_1854","TA1538","Negative","Train"
"gmtamesQSAR_1855","TA1538","Negative","Train"
"gmtamesQSAR_1860","TA1538","Negative","Train"
"gmtamesQSAR_1862","TA1538","Negative","Train"
"gmtamesQSAR_1865","TA1538","Negative","Train"
"gmtamesQSAR_1874","TA1538","Negative","Train"
"gmtamesQSAR_1877","TA1538","Negative","Train"
"gmtamesQSAR_1881","TA1538","Negative","Train"
"gmtamesQSAR_1883","TA1538","Positive","Train"
"gmtamesQSAR_1889","TA1538","Positive","Train"
"gmtamesQSAR_1893","TA1538","Negative","Train"
"gmtamesQSAR_1896","TA1538","Negative","Train"
"gmtamesQSAR_1897","TA1538","Negative","Train"
"gmtamesQSAR_1908","TA1538","Negative","Train"
"gmtamesQSAR_1909","TA1538","Negative","Train"
"gmtamesQSAR_1919","TA1538","Negative","Train"
"gmtamesQSAR_1920","TA1538","Negative","Train"
"gmtamesQSAR_1923","TA1538","Positive","Train"
"gmtamesQSAR_1926","TA1538","Negative","Train"
"gmtamesQSAR_1929","TA1538","Negative","Train"
"gmtamesQSAR_1935","TA1538","Negative","Train"
"gmtamesQSAR_1937","TA1538","Negative","Train"
"gmtamesQSAR_1941","TA1538","Negative","Train"
"gmtamesQSAR_1954","TA1538","Negative","Train"
"gmtamesQSAR_1957","TA1538","Positive","Train"
"gmtamesQSAR_1960","TA1538","Negative","Train"
"gmtamesQSAR_1973","TA1538","Negative","Train"
"gmtamesQSAR_1982","TA1538","Negative","Train"
"gmtamesQSAR_1990","TA1538","Negative","Train"
"gmtamesQSAR_1997","TA1538","Negative","Train"
"gmtamesQSAR_1999","TA1538","Negative","Train"
"gmtamesQSAR_2004","TA1538","Negative","Train"
"gmtamesQSAR_2005","TA1538","Negative","Train"
"gmtamesQSAR_2007","TA1538","Negative","Train"
"gmtamesQSAR_2029","TA1538","Positive","Train"
"gmtamesQSAR_2031","TA1538","Positive","Train"
"gmtamesQSAR_2036","TA1538","Negative","Train"
"gmtamesQSAR_2044","TA1538","Positive","Train"
"gmtamesQSAR_2045","TA1538","Negative","Train"
"gmtamesQSAR_2051","TA1538","Negative","Train"
"gmtamesQSAR_2055","TA1538","Positive","Train"
"gmtamesQSAR_2057","TA1538","Negative","Train"
"gmtamesQSAR_2059","TA1538","Negative","Train"
"gmtamesQSAR_2068","TA1538","Negative","Train"
"gmtamesQSAR_2078","TA1538","Negative","Train"
"gmtamesQSAR_2080","TA1538","Negative","Train"
"gmtamesQSAR_2081","TA1538","Positive","Train"
"gmtamesQSAR_2093","TA1538","Positive","Train"
"gmtamesQSAR_2095","TA1538","Negative","Train"
"gmtamesQSAR_2097","TA1538","Negative","Train"
"gmtamesQSAR_2102","TA1538","Positive","Train"
"gmtamesQSAR_2104","TA1538","Positive","Train"
"gmtamesQSAR_2111","TA1538","Negative","Train"
"gmtamesQSAR_2116","TA1538","Negative","Train"
"gmtamesQSAR_2117","TA1538","Negative","Train"
"gmtamesQSAR_2119","TA1538","Negative","Train"
"gmtamesQSAR_2128","TA1538","Negative","Train"
"gmtamesQSAR_2130","TA1538","Negative","Train"
"gmtamesQSAR_2135","TA1538","Positive","Train"
"gmtamesQSAR_2140","TA1538","Positive","Train"
"gmtamesQSAR_2143","TA1538","Negative","Train"
"gmtamesQSAR_2147","TA1538","Negative","Train"
"gmtamesQSAR_2149","TA1538","Negative","Train"
"gmtamesQSAR_2159","TA1538","Negative","Train"
"gmtamesQSAR_2166","TA1538","Negative","Train"
"gmtamesQSAR_2167","TA1538","Negative","Train"
"gmtamesQSAR_2169","TA1538","Negative","Train"
"gmtamesQSAR_2171","TA1538","Negative","Train"
"gmtamesQSAR_2178","TA1538","Negative","Train"
"gmtamesQSAR_2181","TA1538","Negative","Train"
"gmtamesQSAR_2192","TA1538","Negative","Train"
"gmtamesQSAR_2196","TA1538","Negative","Train"
"gmtamesQSAR_2197","TA1538","Positive","Train"
"gmtamesQSAR_2198","TA1538","Negative","Train"
"gmtamesQSAR_2204","TA1538","Negative","Train"
"gmtamesQSAR_2207","TA1538","Positive","Train"
"gmtamesQSAR_2219","TA1538","Negative","Train"
"gmtamesQSAR_2229","TA1538","Negative","Train"
"gmtamesQSAR_2235","TA1538","Negative","Train"
"gmtamesQSAR_2236","TA1538","Negative","Train"
"gmtamesQSAR_2237","TA1538","Negative","Train"
"gmtamesQSAR_2238","TA1538","Negative","Train"
"gmtamesQSAR_2242","TA1538","Negative","Train"
"gmtamesQSAR_2243","TA1538","Negative","Train"
"gmtamesQSAR_2245","TA1538","Negative","Train"
"gmtamesQSAR_2246","TA1538","Negative","Train"
"gmtamesQSAR_2255","TA1538","Negative","Train"
"gmtamesQSAR_2266","TA1538","Negative","Train"
"gmtamesQSAR_2267","TA1538","Negative","Train"
"gmtamesQSAR_2276","TA1538","Negative","Train"
"gmtamesQSAR_2284","TA1538","Negative","Train"
"gmtamesQSAR_2290","TA1538","Positive","Train"
"gmtamesQSAR_2303","TA1538","Positive","Train"
"gmtamesQSAR_2305","TA1538","Positive","Train"
"gmtamesQSAR_2310","TA1538","Negative","Train"
"gmtamesQSAR_2314","TA1538","Negative","Train"
"gmtamesQSAR_2325","TA1538","Negative","Train"
"gmtamesQSAR_2328","TA1538","Positive","Train"
"gmtamesQSAR_2331","TA1538","Negative","Train"
"gmtamesQSAR_2348","TA1538","Negative","Train"
"gmtamesQSAR_2358","TA1538","Negative","Train"
"gmtamesQSAR_2363","TA1538","Positive","Train"
"gmtamesQSAR_2370","TA1538","Negative","Train"
"gmtamesQSAR_2378","TA1538","Negative","Train"
"gmtamesQSAR_2381","TA1538","Negative","Train"
"gmtamesQSAR_2383","TA1538","Negative","Train"
"gmtamesQSAR_2384","TA1538","Negative","Train"
"gmtamesQSAR_2386","TA1538","Negative","Train"
"gmtamesQSAR_2390","TA1538","Negative","Train"
"gmtamesQSAR_2395","TA1538","Negative","Train"
"gmtamesQSAR_2400","TA1538","Negative","Train"
"gmtamesQSAR_2403","TA1538","Negative","Train"
"gmtamesQSAR_2404","TA1538","Positive","Train"
"gmtamesQSAR_2412","TA1538","Negative","Train"
"gmtamesQSAR_2417","TA1538","Negative","Train"
"gmtamesQSAR_2431","TA1538","Negative","Train"
"gmtamesQSAR_2434","TA1538","Positive","Train"
"gmtamesQSAR_2436","TA1538","Negative","Train"
"gmtamesQSAR_2453","TA1538","Positive","Train"
"gmtamesQSAR_2455","TA1538","Negative","Train"
"gmtamesQSAR_2458","TA1538","Negative","Train"
"gmtamesQSAR_2462","TA1538","Negative","Train"
"gmtamesQSAR_2467","TA1538","Negative","Train"
"gmtamesQSAR_2474","TA1538","Negative","Train"
"gmtamesQSAR_2481","TA1538","Positive","Train"
"gmtamesQSAR_2484","TA1538","Negative","Train"
"gmtamesQSAR_2486","TA1538","Negative","Train"
"gmtamesQSAR_2487","TA1538","Negative","Train"
"gmtamesQSAR_2489","TA1538","Positive","Train"
"gmtamesQSAR_2491","TA1538","Negative","Train"
"gmtamesQSAR_2493","TA1538","Negative","Train"
"gmtamesQSAR_2504","TA1538","Negative","Train"
"gmtamesQSAR_2516","TA1538","Negative","Train"
"gmtamesQSAR_2518","TA1538","Negative","Train"
"gmtamesQSAR_2531","TA1538","Negative","Train"
"gmtamesQSAR_2546","TA1538","Negative","Train"
"gmtamesQSAR_2548","TA1538","Negative","Train"
"gmtamesQSAR_2550","TA1538","Negative","Train"
"gmtamesQSAR_2553","TA1538","Negative","Train"
"gmtamesQSAR_2554","TA1538","Negative","Train"
"gmtamesQSAR_2556","TA1538","Negative","Train"
"gmtamesQSAR_2558","TA1538","Negative","Train"
"gmtamesQSAR_2563","TA1538","Negative","Train"
"gmtamesQSAR_2570","TA1538","Positive","Train"
"gmtamesQSAR_2575","TA1538","Negative","Train"
"gmtamesQSAR_2576","TA1538","Negative","Train"
"gmtamesQSAR_2578","TA1538","Negative","Train"
"gmtamesQSAR_2581","TA1538","Negative","Train"
"gmtamesQSAR_2583","TA1538","Negative","Train"
"gmtamesQSAR_2584","TA1538","Negative","Train"
"gmtamesQSAR_2587","TA1538","Negative","Train"
"gmtamesQSAR_2596","TA1538","Positive","Train"
"gmtamesQSAR_2599","TA1538","Negative","Train"
"gmtamesQSAR_2605","TA1538","Negative","Train"
"gmtamesQSAR_2619","TA1538","Negative","Train"
"gmtamesQSAR_2622","TA1538","Negative","Train"
"gmtamesQSAR_2632","TA1538","Negative","Train"
"gmtamesQSAR_2635","TA1538","Negative","Train"
"gmtamesQSAR_2638","TA1538","Negative","Train"
"gmtamesQSAR_2639","TA1538","Negative","Train"
"gmtamesQSAR_2640","TA1538","Negative","Train"
"gmtamesQSAR_2648","TA1538","Negative","Train"
"gmtamesQSAR_2650","TA1538","Negative","Train"
"gmtamesQSAR_2652","TA1538","Negative","Train"
"gmtamesQSAR_2657","TA1538","Negative","Train"
"gmtamesQSAR_2660","TA1538","Negative","Train"
"gmtamesQSAR_2683","TA1538","Negative","Train"
"gmtamesQSAR_2691","TA1538","Negative","Train"
"gmtamesQSAR_2695","TA1538","Negative","Train"
"gmtamesQSAR_2699","TA1538","Negative","Train"
"gmtamesQSAR_2700","TA1538","Positive","Train"
"gmtamesQSAR_2710","TA1538","Negative","Train"
"gmtamesQSAR_2712","TA1538","Negative","Train"
"gmtamesQSAR_2715","TA1538","Positive","Train"
"gmtamesQSAR_2721","TA1538","Negative","Train"
"gmtamesQSAR_2723","TA1538","Positive","Train"
"gmtamesQSAR_2725","TA1538","Negative","Train"
"gmtamesQSAR_2735","TA1538","Positive","Train"
"gmtamesQSAR_2748","TA1538","Positive","Train"
"gmtamesQSAR_2750","TA1538","Negative","Train"
"gmtamesQSAR_2751","TA1538","Negative","Train"
"gmtamesQSAR_2752","TA1538","Negative","Train"
"gmtamesQSAR_2753","TA1538","Negative","Train"
"gmtamesQSAR_2755","TA1538","Negative","Train"
"gmtamesQSAR_2756","TA1538","Negative","Train"
"gmtamesQSAR_2757","TA1538","Negative","Train"
"gmtamesQSAR_2759","TA1538","Negative","Train"
"gmtamesQSAR_2761","TA1538","Negative","Train"
"gmtamesQSAR_2763","TA1538","Negative","Train"
"gmtamesQSAR_2765","TA1538","Negative","Train"
"gmtamesQSAR_2770","TA1538","Negative","Train"
"gmtamesQSAR_2781","TA1538","Negative","Train"
"gmtamesQSAR_2790","TA1538","Positive","Train"
"gmtamesQSAR_2792","TA1538","Negative","Train"
"gmtamesQSAR_2796","TA1538","Negative","Train"
"gmtamesQSAR_2801","TA1538","Negative","Train"
"gmtamesQSAR_2807","TA1538","Negative","Train"
"gmtamesQSAR_2809","TA1538","Negative","Train"
"gmtamesQSAR_2811","TA1538","Negative","Train"
"gmtamesQSAR_2815","TA1538","Negative","Train"
"gmtamesQSAR_2816","TA1538","Negative","Train"
"gmtamesQSAR_2817","TA1538","Negative","Train"
"gmtamesQSAR_2818","TA1538","Negative","Train"
"gmtamesQSAR_2821","TA1538","Negative","Train"
"gmtamesQSAR_2824","TA1538","Negative","Train"
"gmtamesQSAR_2829","TA1538","Negative","Train"
"gmtamesQSAR_2831","TA1538","Negative","Train"
"gmtamesQSAR_2844","TA1538","Negative","Train"
"gmtamesQSAR_2845","TA1538","Negative","Train"
"gmtamesQSAR_2856","TA1538","Negative","Train"
"gmtamesQSAR_2857","TA1538","Positive","Train"
"gmtamesQSAR_2861","TA1538","Negative","Train"
"gmtamesQSAR_2862","TA1538","Positive","Train"
"gmtamesQSAR_2864","TA1538","Negative","Train"
"gmtamesQSAR_2871","TA1538","Positive","Train"
"gmtamesQSAR_2883","TA1538","Negative","Train"
"gmtamesQSAR_2886","TA1538","Negative","Train"
"gmtamesQSAR_2888","TA1538","Negative","Train"
"gmtamesQSAR_2895","TA1538","Negative","Train"
"gmtamesQSAR_2906","TA1538","Negative","Train"
"gmtamesQSAR_2917","TA1538","Negative","Train"
"gmtamesQSAR_2940","TA1538","Negative","Train"
"gmtamesQSAR_2941","TA1538","Negative","Train"
"gmtamesQSAR_2948","TA1538","Positive","Train"
"gmtamesQSAR_2960","TA1538","Negative","Train"
"gmtamesQSAR_2962","TA1538","Negative","Train"
"gmtamesQSAR_2967","TA1538","Negative","Train"
"gmtamesQSAR_2970","TA1538","Negative","Train"
"gmtamesQSAR_2972","TA1538","Negative","Train"
"gmtamesQSAR_2974","TA1538","Negative","Train"
"gmtamesQSAR_2976","TA1538","Negative","Train"
"gmtamesQSAR_2991","TA1538","Negative","Train"
"gmtamesQSAR_2996","TA1538","Negative","Train"
"gmtamesQSAR_2999","TA1538","Negative","Train"
"gmtamesQSAR_3003","TA1538","Negative","Train"
"gmtamesQSAR_3004","TA1538","Negative","Train"
"gmtamesQSAR_3009","TA1538","Negative","Train"
"gmtamesQSAR_3012","TA1538","Negative","Train"
"gmtamesQSAR_3031","TA1538","Negative","Train"
"gmtamesQSAR_3036","TA1538","Negative","Train"
"gmtamesQSAR_3049","TA1538","Negative","Train"
"gmtamesQSAR_3050","TA1538","Negative","Train"
"gmtamesQSAR_3068","TA1538","Negative","Train"
"gmtamesQSAR_3073","TA1538","Negative","Train"
"gmtamesQSAR_3074","TA1538","Negative","Train"
"gmtamesQSAR_3075","TA1538","Negative","Train"
"gmtamesQSAR_3082","TA1538","Positive","Train"
"gmtamesQSAR_3085","TA1538","Positive","Train"
"gmtamesQSAR_3086","TA1538","Negative","Train"
"gmtamesQSAR_3094","TA1538","Negative","Train"
"gmtamesQSAR_3098","TA1538","Negative","Train"
"gmtamesQSAR_3103","TA1538","Negative","Train"
"gmtamesQSAR_3106","TA1538","Negative","Train"
"gmtamesQSAR_3119","TA1538","Negative","Train"
"gmtamesQSAR_3124","TA1538","Negative","Train"
"gmtamesQSAR_3128","TA1538","Negative","Train"
"gmtamesQSAR_3132","TA1538","Negative","Train"
"gmtamesQSAR_3147","TA1538","Negative","Train"
"gmtamesQSAR_3148","TA1538","Negative","Train"
"gmtamesQSAR_3155","TA1538","Negative","Train"
"gmtamesQSAR_3173","TA1538","Negative","Train"
"gmtamesQSAR_3178","TA1538","Negative","Train"
"gmtamesQSAR_3183","TA1538","Negative","Train"
"gmtamesQSAR_3186","TA1538","Negative","Train"
"gmtamesQSAR_3190","TA1538","Negative","Train"
"gmtamesQSAR_3203","TA1538","Negative","Train"
"gmtamesQSAR_3208","TA1538","Negative","Train"
"gmtamesQSAR_3213","TA1538","Negative","Train"
"gmtamesQSAR_3217","TA1538","Negative","Train"
"gmtamesQSAR_3223","TA1538","Negative","Train"
"gmtamesQSAR_3226","TA1538","Negative","Train"
"gmtamesQSAR_3229","TA1538","Negative","Train"
"gmtamesQSAR_3242","TA1538","Negative","Train"
"gmtamesQSAR_3243","TA1538","Negative","Train"
"gmtamesQSAR_3255","TA1538","Negative","Train"
"gmtamesQSAR_3260","TA1538","Negative","Train"
"gmtamesQSAR_3264","TA1538","Negative","Train"
"gmtamesQSAR_3281","TA1538","Negative","Train"
"gmtamesQSAR_3283","TA1538","Negative","Train"
"gmtamesQSAR_3287","TA1538","Negative","Train"
"gmtamesQSAR_3299","TA1538","Negative","Train"
"gmtamesQSAR_3300","TA1538","Negative","Train"
"gmtamesQSAR_3302","TA1538","Negative","Train"
"gmtamesQSAR_3304","TA1538","Negative","Train"
"gmtamesQSAR_3305","TA1538","Negative","Train"
"gmtamesQSAR_3308","TA1538","Negative","Train"
"gmtamesQSAR_3309","TA1538","Negative","Train"
"gmtamesQSAR_3311","TA1538","Negative","Train"
"gmtamesQSAR_3314","TA1538","Negative","Train"
"gmtamesQSAR_3317","TA1538","Negative","Train"
"gmtamesQSAR_3319","TA1538","Negative","Train"
"gmtamesQSAR_3321","TA1538","Negative","Train"
"gmtamesQSAR_3325","TA1538","Negative","Train"
"gmtamesQSAR_3329","TA1538","Negative","Train"
"gmtamesQSAR_3336","TA1538","Negative","Train"
"gmtamesQSAR_3339","TA1538","Negative","Train"
"gmtamesQSAR_3357","TA1538","Negative","Train"
"gmtamesQSAR_3361","TA1538","Negative","Train"
"gmtamesQSAR_3374","TA1538","Negative","Train"
"gmtamesQSAR_3386","TA1538","Negative","Train"
"gmtamesQSAR_3394","TA1538","Negative","Train"
"gmtamesQSAR_3402","TA1538","Negative","Train"
"gmtamesQSAR_3404","TA1538","Negative","Train"
"gmtamesQSAR_3406","TA1538","Negative","Train"
"gmtamesQSAR_3412","TA1538","Negative","Train"
"gmtamesQSAR_3415","TA1538","Positive","Train"
"gmtamesQSAR_3416","TA1538","Negative","Train"
"gmtamesQSAR_3417","TA1538","Negative","Train"
"gmtamesQSAR_3436","TA1538","Negative","Train"
"gmtamesQSAR_3438","TA1538","Negative","Train"
"gmtamesQSAR_3439","TA1538","Negative","Train"
"gmtamesQSAR_3440","TA1538","Negative","Train"
"gmtamesQSAR_3443","TA1538","Negative","Train"
"gmtamesQSAR_3445","TA1538","Negative","Train"
"gmtamesQSAR_3449","TA1538","Negative","Train"
"gmtamesQSAR_3450","TA1538","Negative","Train"
